Sigtaara,IPA,Romanized,Part of speech,English,Alternate Meaning 1,Alternate Meaning 2,Alternate Meaning 3,Alternate Meaning 4
BEWÂ,/bəwɑh/,bewaa,n.,field, farm,,,
FROD,/frod/,frod,n.,field, battlefield,,,
KÄNOROK,/kænorok/,ka'norok,adj.,fierce,,,,
NOROKZIL,/norokzil/,norokzil,adv.,fiercely,,,,
NOROKÍ,/norokir/,norokir,n.,fierceness, ferocity,,,
JIG,/dʒig/,jig,v.,fight,,,,
KRIFÍ,/krifir/,krifir,n.,fight, battle, struggle,,
MÄSHE,/mæshə/,ma'she,n.,fight,,,,
KRIF,/krif/,krif,v.,fight, battle, struggle,,
MÍZONOG,/mirzonog/,mirzonog,n.,figure,,,,
MÍLVO,/mirlvo/,mirlvo,n.,file,,,,
ZOT,/zot/,zot,n.,file, folder,,,
GOPÍ,/gopir/,gopir,v.,fill,,,,
FÂLSÍ,/fɑhlsir/,faalsir,n.,film,,,,
PÍA,/pirɑ/,pira,n.,filter,,,,
YETÂN,/jɛtɑhn/,yetaan,n.,fin (of fish),,,,
WÍS,/wirs/,wirs,adj.,final,,,,
GÍSE,/girsə/,girse,adv.,finally,,,,
VÂGMAK,/vɑhgmɑk/,vaagmak,v.,find, discover, encounter, uncover,
GISI,/gisi/,gisi,v.,find, discover, uncover,,
BɔKKOKYZ,/bɔkkokjz/,bookkokyz,v.,find, discover,,,
VÂZMIT,/vɑhzmit/,vaazmit,adj.,fine (okay),,,,
NÚMUHÂT,/nurmuhɑht/,nurmuhaat,n.,finger, toe,,,
JÂLOH,/dʒɑhloh/,jaaloh,n.,fingerprint,,,,
NÂMO,/nɑhmo/,naamo,v.,finish,,,,
YOL,/jol/,yol,n.,fire,,,,
MUKYZ,/mukjz/,mukyz,v.,fire (from job),,,,
SOVOTɔH,/sovotɔh/,sovotooh,n.,firearm,,,,
GÍYITÚS,/girjiturs/,giryiturs,adj.,firm,,,,
KENÂZVÄ,/kənɑhzvæ/,kenaazva',num.,first,,,,
PINÚS,/pinurs/,pinurs,n.,fish,,,,
LON,/lon/,lon,n.,fist,,,,
LONIZ,/loniz/,loniz,v.,fisting,,,,
WUL,/wul/,wul,v.,fit,,,,
Hɔ,/hɔ/,hoo,v.,fit, belong,,,
FÍ,/fir/,fir,num.,five,,,,
NOG,/nog/,nog,v.,fix, mend, repair, heal, recover
FEKMON,/fəkmon/,fekmon,v.,fix, mend, repair,,
WITINON,/witinon/,witinon,n.,fixture,,,,
WEYEHYN,/wɛjəhjn/,weyehyn,n.,flag,,,,
RUBÂ,/rubɑh/,rubaa,n.,flag, banner, advertisement,,
WÂK,/wɑhk/,waak,n.,flake,,,,
LUKJANɔZ,/lukdʒɑnɔz/,lukjanooz,n.,flame,,,,
RIS,/ris/,ris,v.,flash,,,,
BɔFUNIK,/bɔfunik/,boofunik,adj.,flat,,,,
PIKOG,/pikog/,pikog,n.,flavor,,,,
HUKÍ,/hukir/,hukir,n.,flaw, defect,,,
YAZOSIT,/jɑzosit/,yazosit,n.,flaw, defect, scar,,
BOVUL,/bovul/,bovul,v.,flee,,,,
NÄT,/næt/,na't,n.,flesh,,,,
GÄS,/gæs/,ga's,v.,flick,,,,
BOVULÍ,/bovulir/,bovulir,n.,flight,,,,
BEL,/bəl/,bel,v.,flirt,,,,
TÂL,/tɑhl/,taal,adj.,flirtatious,,,,
NISDESÚH,/nisdəsurh/,nisdesurh,v.,float,,,,
JɔSÂÚG,/dʒɔsɑhurg/,joosaaurg,n.,flock,,,,
LIKYILɔH,/likjilɔh/,likyilooh,n.,flood,,,,
GIGUNÂS,/gigunɑhs/,gigunaas,n.,floor,,,,
LIZGINÂG,/lizginɑhg/,lizginaag,n.,floor, ground, bottom (lowest part),,
BɔNÍ,/bɔnir/,boonir,n.,florist,,,,
NAMA,/nɑmɑ/,nama,n.,flour,,,,
SÉVÄZɔL,/seɪ̯væzɔl/,saeva'zool,v.,flow,,,,
HÄ,/hæ/,ha',v.,flow, leak,,,
FÍDAN,/firdɑn/,firdan,n.,flower,,,,
DAKFISɔS,/dɑkfisɔs/,dakfisoos,n.,flu,,,,
KÂTNU,/kɑhtnu/,kaatnu,adj.,fluent,,,,
VEZTI,/vəzti/,vezti,n.,fluid,,,,
GUNÂT,/gunɑht/,gunaat,n.,fluke,,,,
YUKÂ,/jukɑh/,yukaa,v.,flush,,,,
YEVÍN,/jəvirn/,yevirn,n.,fly,,,,
BO,/bo/,bo,v.,fly,,,,
YOPEGOH,/jopəgoh/,yopegoh,n.,foam,,,,
BÚN,/burn/,burn,v.,focus, aim, strive,,
TÚKÚHIN,/turkurhin/,turkurhin,v.,focus,,,,
PAL,/pɑl/,pal,n.,foe, enemy, adversary,,
BULYA,/buljɑ/,bulya,n.,fog,,,,
MÄRUNÚH,/mærunurh/,ma'runurh,n.,foil,,,,
YEZ,/jəz/,yez,v.,fold,,,,
ROLYO,/roljo/,rolyo,n.,folder,,,,
DÂVÚGɔL,/dɑhvurgɔl/,daavurgool,n.,foliage,,,,
HeL,/hel/,hel,n.,folk,,,,
DÂTWÂ,/dɑhtwɑh/,daatwaa,v.,follow,,,,
KIP,/kip/,kip,n.,food,,,,
MÉTUZ,/meɪtuz/,meiituz,n.,fool,,,,
MÉ,/meɪ/,meii,v.,fool,,,,
MÉÍ,/meɪir/,meiiir,n.,foolery,,,,
ZEMO,/zəmo/,zemo,n.,foot,,,,
MILÂKÚH,/milɑhkurh/,milaakurh,n.,footpath, sidewalk,,,
KIJINYN,/kidʒinjn/,kijinyn,n.,footprint,,,,
FA,/fɑ/,fa,conj.,for, because, since,,
PÍYIHOK,/pirjihok/,piryihok,prep.,for (a period of time or length of distance),,,,
HE,/hə/,he,prep.,for (in favor of),,,,
KELVIL,/kɛlvil/,kelvil,prep.,for (the purpose of),,,,
FUS,/fus/,fus,n.,force,,,,
Wɔ,/wɔ/,woo,n.,forehead, brow,,,
YÂNWÍLÂT,/jɑhnwirlɑht/,yaanwirlaat,adj.,foreign,,,,
WÚZEKÂS,/wurzəkɑhs/,wurzekaas,n.,foreigner,,,,
RES,/rɛs/,res,v.,foresee, predict,,,
YON,/jon/,yon,v.,foresee, predict, anticipate, estimate,
FÉKRO,/feɪkro/,feiikro,n.,forest,,,,
PRODE,/prodə/,prode,v.,foretell, predict,,,
PRODEÍ,/prodəir/,prodeir,n.,foretelling, prophecy, premonition, prediction,
MAFÉRAK,/mɑfeɪrɑk/,mafeiirak,adv.,forever,,,,
HaÎM,/haɪm/,haiim,v.,forge,,,,
HaÎMÍ,/haɪmir/,haiimir,n.,forge,,,,
POGLÍ,/poglir/,poglir,v.,forget,,,,
PÂZ,/pɑhz/,paaz,v.,forgive, excuse, pardon,,
YEN,/jɛn/,yen,n.,fork,,,,
LÍZ,/lirz/,lirz,adj.,formal,,,,
NIZBELIK,/nizbəlik/,nizbelik,adj.,former,,,,
FÄBÚZOK,/fæburzok/,fa'burzok,n.,formula,,,,
JÍDÚ,/dʒirdur/,jirdur,n.,fort,,,,
KOLI,/koli/,koli,n.,fort, castle,,,
FERAN,/fərɑn/,feran,n.,fortune, wealth,,,
ÄMETIV,/æmətiv/,a'metiv,adv.,forward, onward, ahead,,
HɔKÂN,/hɔkɑhn/,hookaan,n.,fossil,,,,
MÂKJO,/mɑhkdʒo/,maakjo,v.,foster, adopt,,,
BaÎNÍ,/baɪnir/,baiinir,n.,foulness,,,,
WAT,/wɑt/,wat,v.,found, establish,,,
VOJI,/vodʒi/,voji,v.,found,,,,
ZOZYLJIS,/zozjldʒis/,zozyljis,n.,fountain,,,,
VÚ,/vur/,vur,num.,four,,,,
WATYES,/wɑtjəs/,watyes,n.,fox,,,,
MOKÚN,/mokurn/,mokurn,n.,fracture,,,,
YÚN,/jurn/,yurn,adj.,fragile,,,,
LɔK,/lɔk/,look,n.,frame,,,,
GÚSESÚL,/gursəsurl/,gursesurl,n.,fraud,,,,
TIZAKÂK,/tizɑkɑhk/,tizakaak,adj.,free,,,,
DIN,/din/,din,v.,freeze,,,,
DINÍ,/dinir/,dinir,n.,freezing, frost,,,
LUNÚL,/lunurl/,lunurl,n.,frenzy, orgasm,,,
KUYɔK,/kujɔk/,kuyook,adj.,frequent,,,,
KISLEZOS,/kisləzos/,kislezos,adj.,fresh,,,,
VIYUNɔS,/vijunɔs/,viyunoos,n.,friction,,,,
FEDON,/fədon/,fedon,n.,friend, ally, companion,,
PAN,/pɑn/,pan,n.,friend,,,,
WOGÚHÂN,/wogurhɑhn/,wogurhaan,adj.,friendly,,,,
HEWEL,/həwəl/,hewel,n.,fringe,,,,
SELKE,/səlkə/,selke,n.,frog,,,,
NOL,/nol/,nol,prep.,from,,,,
LES,/ləs/,les,n.,front, facade,,,
FO,/fo/,fo,n.,frost,,,,
FÚ,/fur/,fur,v.,frown,,,,
WÄNɔLOK,/wænɔlok/,wa'noolok,n.,fruit,,,,
TEKÂZ,/təkɑhz/,tekaaz,n.,fruit, seed, egg,,
BOL,/bol/,bol,v.,frustrate,,,,
KADU,/kɑdu/,kadu,v.,fry, simmer,,,
VES,/vɛs/,ves,v.,fuck,,,,
VESÍ,/vɛsir/,vesir,n.,fuck,,,,
WE,/wɛ/,we,v.,fuck (slang),,,,
VESTUZ,/vɛstuz/,vestuz,n.,fucker (slang),,,,
KÄVES,/kævɛs/,ka'ves,adj.,fucking,,,,
NÂKNIL,/nɑhknil/,naaknil,n.,fuel,,,,
BE,/bɛ/,be,adj.,full,,,,
LUTMUKÚG,/lutmukurg/,lutmukurg,adj.,fun,,,,
SÍFEG,/sirfəg/,sirfeg,n.,fun,,,,
WÚKBO,/wurkbo/,wurkbo,n.,fund,,,,
TIBÍZ,/tibirz/,tibirz,n.,funeral,,,,
NUNKÄS,/nunkæs/,nunka's,n.,fungus,,,,
FEZMÚ,/fɛzmur/,fezmur,adj.,funny,,,,
GɔZMU,/gɔzmu/,goozmu,n.,fur,,,,
SOPI,/sopi/,sopi,adj.,furious,,,,
NEVUH,/nɛvuh/,nevuh,n.,furniture, wardrobe,,,
PIJÚNIZ,/pidʒurniz/,pijurniz,n.,furniture,,,,
ZɔLDULɔH,/zɔldulɔh/,zooldulooh,n.,fuse,,,,
MÂKBOKOK,/mɑhkbokok/,maakbokok,n.,future,,,,
LIGA,/ligɑ/,liga,adj.,fuzzy,,,,
JOS,/dʒos/,jos,v.,gag,,,,
GUVOLOK,/guvolok/,guvolok,n.,galaxy,,,,
RÎK,/rɪk/,riik,n.,gale,,,,
NEDI,/nədi/,nedi,n.,gallery (art),,,,
YEVÄ,/jəvæ/,yeva',v.,gamble,,,,
DÂTPET,/dɑhtpɛt/,daatpet,n.,game,,,,
VEPO,/vɛpo/,vepo,n.,gap,,,,
YÄVI,/jævi/,ya'vi,n.,garbage, trash, rubbish,,
LESÄK,/lɛsæk/,lesa'k,n.,garden,,,,
SÄNKÚ,/sænkur/,sa'nkur,n.,gardener,,,,
PERAKOH,/pərɑkoh/,perakoh,n.,garment,,,,
DÄNASIS,/dænɑsis/,da'nasis,n.,gas,,,,
TÄS,/tæs/,ta's,v.,gasp,,,,
BUMAN,/bumɑn/,buman,v.,gasp, pant,,,
YÄFUNOS,/jæfunos/,ya'funos,n.,gate,,,,
SOSE,/sosɛ/,sose,v.,gather, assemble, congregate,,
JÚDE,/dʒurdɛ/,jurde,n.,gauge,,,,
FEMIN,/fəmin/,femin,adj.,gay, homosexual,,,
ZIH,/zih/,zih,n.,gender,,,,
HUKYA,/hukjɑ/,hukya,n.,gene,,,,
FEFIKɔK,/fəfikɔk/,fefikook,adj.,general,,,,
MÚKɔ,/murkɔ/,murkoo,v.,generate, spawn,,,
FOVA,/fovɑ/,fova,adj.,generic,,,,
TIGUHYK,/tiguhjk/,tiguhyk,n.,genetics,,,,
LEMI,/lɛmi/,lemi,n.,genocide,,,,
MɔZIS,/mɔzis/,moozis,adj.,gentle,,,,
FOMUG,/fomug/,fomug,n.,geography,,,,
NUKBITɔT,/nukbitɔt/,nukbitoot,n.,germ, bacteria,,,
KÁTYO,/kaɪ̯tjo/,kaii̯tyo,v.,get, obtain, acquire,,
WɔKMA,/wɔkmɑ/,wookma,v.,get, obtain, acquire, inherit,
GAF,/gɑf/,gaf,n.,ghost,,,,
MÄZMA,/mæzmɑ/,ma'zma,n.,giant,,,,
JOG,/dʒog/,jog,n.,ginger,,,,
YIXÍN,/jiksirn/,yixirn,n.,girl,,,,
MUVÂNOZ,/muvɑhnoz/,muvaanoz,n.,girlfriend,,,,
OFÄN,/ofæn/,ofa'n,v.,give,,,,
OFÄNÍ,/ofænir/,ofa'nir,n.,giving, gift,,,
YEH,/jɛh/,yeh,n.,glacier,,,,
BON,/bon/,bon,v.,glance,,,,
NɔTBI,/nɔtbi/,nootbi,v.,glare,,,,
TIK,/tik/,tik,n.,glass,,,,
TÚLɔ,/turlɔ/,turloo,n.,glasses,,,,
RIT,/rit/,rit,v.,glide, slip,,,
MESBÂ,/məsbɑh/,mesbaa,v.,glide,,,,
TÚKI,/turki/,turki,n.,glory, honor,,,
JɔDULIN,/dʒɔdulin/,joodulin,n.,glove,,,,
FÍK,/firk/,firk,v.,glow, radiate, sweat,,
VUNPI,/vunpi/,vunpi,v.,glow, sweat,,,
KEZAZ,/kəzɑz/,kezaz,v.,glow,,,,
MIZ,/miz/,miz,n.,glue, cement,,,
DEPIT,/dəpit/,depit,n.,glue,,,,
FENLI,/fənli/,fenli,v.,go, leave (depart), continue,,
YE,/jə/,ye,v.,go, pass,,,
WUVU,/wuvu/,wuvu,v.,go,,,,
TÂ,/tɑh/,taa,v.,go back,,,,
KIL,/kil/,kil,v.,go down, descend, sink,,
TÚH,/turh/,turh,v.,go down, descend,,,
HɔQÄNÂS,/hɔkwænɑhs/,hooqa'naas,n.,goal (objective), target,,,
KɔSÂ,/kɔsɑh/,koosaa,n.,goat,,,,
TUWOK,/tuwok/,tuwok,n.,goblin,,,,
RÂ,/rɑh/,raa,n.,god,,,,
MÍFAGIS,/mirfɑgis/,mirfagis,n.,gold,,,,
LEKDɔ,/lɛkdɔ/,lekdoo,adj.,golden,,,,
KUL,/kul/,kul,n.,good, moral good,,,
KÄKUL,/kækul/,ka'kul,adj.,good,,,,
MIHÚK,/mihurk/,mihurk,interj.,goodbye,,,,
MOKÄLOK,/mokælok/,moka'lok,n.,goose,,,,
BÄKɔG,/bækɔg/,ba'koog,adj.,gorgeous,,,,
TAN,/tɑn/,tan,adj.,gorgeous, handsome,,,
SÂMU,/sɑhmu/,saamu,n.,gossip,,,,
GOG,/gog/,gog,v.,govern, reign,,,
FÚAK,/furɑk/,furak,v.,govern,,,,
DAKE,/dɑkɛ/,dake,n.,government,,,,
LOHMÄSÚH,/lohmæsurh/,lohma'surh,v.,grab, clutch,,,
JÂZ,/dʒɑhz/,jaaz,v.,grab, clutch, grasp, grip,
DUN,/dun/,dun,adj.,graceful, skilled,,,
LEJɔLÂG,/lɛdʒɔlɑhg/,lejoolaag,n.,grade, rank (position),,,
BIGPISIK,/bigpisik/,bigpisik,n.,grade,,,,
TIKɔTÚN,/tikɔturn/,tikooturn,adj.,gradual,,,,
HÍ,/hir/,hir,v.,graduate,,,,
KIKYANIL,/kikjɑnil/,kikyanil,n.,grandfather,,,,
KOHLÍKÂN,/kohlirkɑhn/,kohlirkaan,n.,grandmother,,,,
VIJIGÚK,/vidʒigurk/,vijigurk,n.,granite,,,,
BOLAV,/bolɑv/,bolav,v.,grant,,,,
BOLAVÍ,/bolɑvir/,bolavir,n.,grant,,,,
MEDES,/mədəs/,medes,n.,grass,,,,
KEGBETYT,/kəgbətjt/,kegbetyt,n.,grave,,,,
FÂSISHÄH,/fɑhsishæh/,faasisha'h,n.,gravel,,,,
ZUTUSIN,/zutusin/,zutusin,n.,graveyard,,,,
SULÂ,/sulɑh/,sulaa,n.,gravity,,,,
DIJU,/didʒu/,diju,adj.,gray,,,,
SÄL,/sæl/,sa'l,v.,graze (feed on),,,,
DɔKREN,/dɔkrɛn/,dookren,v.,graze (touch),,,,
KÄLOT,/kælot/,ka'lot,adj.,great,,,,
KÄMA,/kæmɑ/,ka'ma,adj.,great (excellent), fantastic,,,
KATGɔSÂN,/kɑtgɔsɑhn/,katgoosaan,adj.,great (excellent), terrific,,,
GIFE,/gifɛ/,gife,adj.,great (excellent), awesome,,,
VAZAN,/vɑzɑn/,vazan,adj.,great (very large), enormous,,,
LOTZIL,/lotzil/,lotzil,adv.,greatly,,,,
LOTÍ,/lotir/,lotir,n.,greatness,,,,
HÍNGÂGIH,/hirngɑhgih/,hirngaagih,n.,greed,,,,
KÂZESÂN,/kɑhzəsɑhn/,kaazesaan,adj.,greedy,,,,
GRAG,/grɑg/,grag,adj.,green,,,,
NARIH,/nɑrih/,narih,n.,grid,,,,
GɔWI,/gɔwi/,goowi,n.,grill, barbecue,,,
LÂLHIK,/lɑhlhik/,laalhik,v.,grind,,,,
JARÍL,/dʒɑrirl/,jarirl,v.,groan,,,,
MEN,/mɛn/,men,v.,groan, moan,,,
TɔWɔLɔT,/tɔwɔlɔt/,toowooloot,n.,grocer,,,,
FETOSIN,/fɛtosin/,fetosin,adj.,gross,,,,
NIFÍTYZ,/nifirtjz/,nifirtyz,n.,ground,,,,
GOLT,/golt/,golt,n.,ground, place,,,
Yɔ,/jɔ/,yoo,n.,group,,,,
FIMÄNOL,/fimænol/,fima'nol,n.,group, herd, flock, bundle,
WUK,/wuk/,wuk,v.,grow, evolve,,,
HIKPEG,/hikpɛg/,hikpeg,v.,grow,,,,
MɔT,/mɔt/,moot,v.,grow up, sprout,,,
YIMɔ,/jimɔ/,yimoo,v.,grow up,,,,
LILTÍ,/liltir/,liltir,v.,growl,,,,
JÚUZ,/dʒuruz/,juruz,n.,growth,,,,
NIJÄZ,/nidʒæz/,nija'z,v.,grunt,,,,
RAPI,/rɑpi/,rapi,v.,guard, patrol,,,
LÍZIGON,/lirzigon/,lirzigon,n.,guerrilla,,,,
KANÚZYE,/kɑnurzjɛ/,kanurzye,n.,guess,,,,
LIL,/lil/,lil,v.,guess, speculate, estimate,,
GETUNɔH,/gɛtunɔh/,getunooh,v.,guess,,,,
KÄ,/kæ/,ka',v.,guess, estimate,,,
JEMOKÚN,/dʒəmokurn/,jemokurn,n.,guest, patron,,,
AKÍ,/ɑkir/,akir,n.,guidance,,,,
AKTUZ,/ɑktuz/,aktuz,n.,guide,,,,
AK,/ɑk/,ak,v.,guide,,,,
BIPO,/bipo/,bipo,n.,guilt,,,,
MUQɔ,/mukwɔ/,muqoo,adj.,guilty,,,,
TÍWOG,/tirwog/,tirwog,n.,gum,,,,
PÄZ,/pæz/,pa'z,n.,gun,,,,
JEHEGɔK,/dʒɛhəgɔk/,jehegook,n.,guy,,,,
MÄNPÄHɔS,/mænpæhɔs/,ma'npa'hoos,n.,habit, bias,,,
PÍHLɔS,/pirhlɔs/,pirhloos,n.,habit, ritual, bias,,
LɔLMÍHON,/lɔlmirhon/,loolmirhon,n.,habitat,,,,
HAKUN,/hɑkun/,hakun,v.,hack, split, chop,,
TAKHAL,/tɑkhɑl/,takhal,n.,hag (old woman),,,,
WOBɔN,/wobɔn/,woboon,v.,haggle,,,,
GIG,/gig/,gig,v.,hail,,,,
OM,/om/,om,n.,hair,,,,
SɔL,/sɔl/,sool,n.,hair (of body), fur,,,
BINTE,/bintə/,binte,n.,hair (of body),,,,
JETYU,/dʒətju/,jetyu,n.,hair (of head),,,,
YɔHMɔHOS,/jɔhmɔhos/,yoohmoohos,n.,hair (of head), hair (of body),,,
JÂ,/dʒɑh/,jaa,n.,half,,,,
TAZREKON,/tɑzrɛkon/,tazrekon,n.,hallway, corridor,,,
TɔZFU,/tɔzfu/,toozfu,v.,halt, ban, prohibit,,
MIG,/mig/,mig,v.,halt,,,,
WÂBɔLÚH,/wɑhbɔlurh/,waaboolurh,n.,ham,,,,
FEKNÄLɔN,/fəknælɔn/,fekna'loon,n.,hammer,,,,
HAL,/hɑl/,hal,n.,hand,,,,
JIZ,/dʒiz/,jiz,n.,handcuff,,,,
GITMENYT,/gitmənjt/,gitmenyt,adj.,handsome,,,,
WOT,/wot/,wot,v.,hang,,,,
VÂG,/vɑhg/,vaag,v.,hang out,,,,
DALKɔKIN,/dɑlkɔkin/,dalkookin,n.,hangover,,,,
MANMEH,/mɑnməh/,manmeh,v.,happen,,,,
DOHYÄ,/dohjæ/,dohya',n.,happiness,,,,
VUTɔKMA,/vutɔkmɑ/,vutookma,adj.,happy,,,,
ZÍTɔN,/zirtɔn/,zirtoon,v.,harass, bother,,,
SEMEK,/səmɛk/,semek,n.,harbor,,,,
KIPA,/kipɑ/,kipa,adj.,hard,,,,
DEK,/dɛk/,dek,v.,harm, abuse,,,
MɔG,/mɔg/,moog,v.,harm,,,,
SONZI,/sonzi/,sonzi,v.,harm, impair,,,
MUSLÂNYN,/muslɑhnjn/,muslaanyn,n.,harmony,,,,
HEVNO,/hɛvno/,hevno,v.,harshen,,,,
JÚSISÚH,/dʒursisurh/,jursisurh,n.,harvest, autumn,,,
YEFISOZ,/jɛfisoz/,yefisoz,n.,harvest,,,,
YAK,/jɑk/,yak,n.,hat,,,,
HÄMIKIL,/hæmikil/,ha'mikil,n.,hatch,,,,
MELBEK,/məlbək/,melbek,n.,hate,,,,
PIK,/pik/,pik,v.,hate,,,,
FOLUK,/foluk/,foluk,v.,haunt, torment, plague,,
YAG,/jɑg/,yag,v.,haunt,,,,
FOLUKÍ,/folukir/,folukir,n.,haunting,,,,
TÚG,/turg/,turg,v.,have, take, bring, arrest, grab
PÍAK,/pirɑk/,pirak,v.,have, possess,,,
FÄ,/fæ/,fa',v.,have, take, bring, be (age), receive
HAVULÍ,/hɑvulir/,havulir,v.,have a nightmare,,,,
BIT,/bit/,bit,v.,have sex,,,,
BÂYUL,/bɑhjul/,baayul,n.,haven,,,,
GETEGɔH,/gətəgɔh/,getegooh,n.,hawk,,,,
TONPAZÚG,/tonpɑzurg/,tonpazurg,n.,hay,,,,
MɔNTɔSIS,/mɔntɔsis/,moontoosis,n.,hazard,,,,
ROK,/rok/,rok,pron.,he, him, his, it (masc), its (masc)
OK,/ok/,ok,pron.,he,,,,
KLOV,/klov/,klov,n.,head,,,,
ZÂRÁLYK,/zɑhraɪ̯ljk/,zaaraii̯lyk,v.,heal,,,,
HAS,/hɑs/,has,n.,health,,,,
LOKMO,/lokmo/,lokmo,adj.,healthy,,,,
VU,/vu/,vu,v.,hear,,,,
HON,/hon/,hon,v.,hear, heed,,,
HONÍ,/honir/,honir,n.,hearing, listening,,,
TÂZNAL,/tɑhznɑl/,taaznal,n.,hearing,,,,
MÍFÂK,/mirfɑhk/,mirfaak,n.,heart,,,,
FRIN,/frin/,frin,v.,heat,,,,
MEDÄTÂK,/mɛdætɑhk/,meda'taak,n.,heat,,,,
FRINÍ,/frinir/,frinir,n.,heat, eagerness, fervor,,
MÂKFAZ,/mɑhkfɑz/,maakfaz,n.,heaven,,,,
PÄKZU,/pækzu/,pa'kzu,n.,heaven, paradise,,,
KÄPA,/kæpɑ/,ka'pa,adj.,heavy,,,,
POJÂOG,/podʒɑhog/,pojaaog,adj.,heavy, serious, obese,,
LIWINON,/liwinon/,liwinon,n.,hedge, shrub,,,
MɔBE,/mɔbɛ/,moobe,n.,hedge,,,,
NELMɔZYH,/nɛlmɔzjh/,nelmoozyh,n.,heel,,,,
FÂ,/fɑh/,faa,n.,height, altitude,,,
HUVE,/huvə/,huve,n.,heir,,,,
MɔPO,/mɔpo/,moopo,n.,hell,,,,
NELNELIT,/nəlnɛlit/,nelnelit,interj.,hello, goodbye,,,
JÄRE,/dʒærə/,ja're,n.,helmet,,,,
JEZÂN,/dʒɛzɑhn/,jezaan,v.,help, assist, serve, heal,
GÄKOL,/gækol/,ga'kol,n.,help,,,,
MUMÉ,/mumeɪ̯/,mumae,v.,help, assist, cater,,
PA,/pɑ/,pa,v.,help, assist, serve,,
EK,/ɛk/,ek,pron.,her, hers,,,
MÍTIKRÄ,/mirtikræ/,mirtikra',n.,herb, flower,,,
MÉKÂLJI,/meɪ̯kɑhldʒi/,maekaalji,n.,herb,,,,
FUKYUL,/fukjul/,fukyul,n.,herd,,,,
WUWI,/wuwi/,wuwi,n.,herd, flock,,,
HET,/hɛt/,het,adv.,here, this place, at this place,,
PɔTMÍ,/pɔtmir/,pootmir,adv.,here,,,,
YOZ,/joz/,yoz,n.,heritage,,,,
HUN,/hun/,hun,n.,hero,,,,
REK,/rɛk/,rek,n.,hers,,,,
NÁ,/naɪ̯/,naii̯,v.,hide,,,,
KÚZ,/kurz/,kurz,v.,hide, lurk,,,
LETÂT,/lətɑht/,letaat,n.,hierarchy,,,,
BÚSɔTYL,/bursɔtjl/,bursootyl,adj.,high,,,,
MÄNYɔL,/mænjɔl/,ma'nyool,v.,hike,,,,
EROL,/ərol/,erol,n.,hill,,,,
MɔWULIL,/mɔwulil/,moowulil,v.,hint, imply, indicate,,
SÚH,/surh/,surh,v.,hint, imply,,,
REKGU,/rɛkgu/,rekgu,n.,hint,,,,
DESÚG,/dəsurg/,desurg,n.,hip,,,,
GÄK,/gæk/,ga'k,v.,hire, rent, recruit,,
ROK,/rok/,rok,n.,his,,,,
OK,/ok/,ok,pron.,his,,,,
WÄK,/wæk/,wa'k,v.,hiss,,,,
WÍVUT,/wirvut/,wirvut,n.,history, past,,,
HEKDÚSIK,/həkdursik/,hekdursik,n.,history,,,,
MULIL,/mulil/,mulil,v.,hit, collide,,,
ZÚKOHÚL,/zurkohurl/,zurkohurl,v.,hit, slap,,,
ROH,/roh/,roh,v.,hit, punch, beat (strike), collide,
GEZO,/gɛzo/,gezo,n.,hoax,,,,
LISÄL,/lisæl/,lisa'l,n.,hobby,,,,
GÍVO,/girvo/,girvo,v.,hold,,,,
KUNYK,/kunjk/,kunyk,n.,hole, ditch, crater, cavity,
MÄZ,/mæz/,ma'z,n.,hole, tunnel, gap, crack,
BEVAT,/bɛvɑt/,bevat,n.,hole, ditch, well,,
VENJIG,/vəndʒig/,venjig,n.,holiday, vacation,,,
LIKFI,/likfi/,likfi,adj.,hollow,,,,
YILMEK,/jilmɛk/,yilmek,adj.,holy, sacred,,,
MÍL,/mirl/,mirl,n.,home,,,,
DOJÍLYN,/dodʒirljn/,dojirlyn,n.,homeland, motherland,,,
KÚLTULÚH,/kurltulurh/,kurltulurh,n.,honey,,,,
VÄDININ,/vædinin/,va'dinin,n.,honor, integrity, dignity,,
MEHVÄ,/mɛhvæ/,mehva',n.,honor,,,,
LOSɔS,/losɔs/,losoos,n.,hood,,,,
PAS,/pɑs/,pas,n.,hoof,,,,
RÍ,/rir/,rir,n.,hook,,,,
NINE,/ninɛ/,nine,v.,hop,,,,
SOKENÂG,/sokɛnɑhg/,sokenaag,n.,hope,,,,
PISBE,/pisbɛ/,pisbe,v.,hope, wish,,,
GOYÂ,/gojɑh/,goyaa,n.,horizon,,,,
MÄGSÂIN,/mægsɑhin/,ma'gsaain,n.,horizon, panorama,,,
WUSYG,/wusjg/,wusyg,n.,horn,,,,
KÉ,/keɪ/,keii,n.,horse, steed,,,
PESKU,/pəsku/,pesku,n.,horse,,,,
YÂTIS,/jɑhtis/,yaatis,n.,hose, pipe, valve,,
GUMÚSIH,/gumursih/,gumursih,n.,hose, pipe,,,
WɔTÂYN,/wɔtɑhjn/,wootaayn,n.,hospital, ward,,,
WÍSGEGɔZ,/wirsgəgɔz/,wirsgegooz,n.,host,,,,
KEZKIK,/kɛzkik/,kezkik,adj.,hot, hot (attractive),,,
KÄFRIN,/kæfrin/,ka'frin,adj.,hot, eager, fervent,,
NOBU,/nobu/,nobu,n.,hotel,,,,
FRINZIL,/frinzil/,frinzil,adv.,hotly, eagerly, fervently,,
DOK,/dok/,dok,n.,hound, dog,,,
